OverallQual,GrLivArea,TotalBsmtSF,GarageCars,FullBath,YearBuilt,YearRemodAdd,LotArea,Fireplaces,Neighborhood,BldgType,HouseStyle,CentralAir,SalePrice
6,1295.0,1411.0,2.0,2,1977,2001,2941.0,0,OldTown,1Fam,1Story,Y,422400.0
7,1458.0,1575.0,3.0,1,2004,2021,8787.0,0,Crawford,Twnhs,SLvl,Y,495000.0
7,873.0,667.0,2.0,1,1988,2009,13501.0,1,Northridge,1Fam,2Story,Y,474400.0
6,1094.0,1141.0,,2,1929,1950,8797.0,0,NorthAmes,1Fam,1.5Fin,Y,379100.0
4,600.0,614.0,1.0,1,1925,1953,7769.0,1,NorthAmes,1Fam,1.5Fin,Y,220600.0
5,1484.0,1047.0,3.0,1,1932,1950,11658.0,1,OldTown,1Fam,1Story,Y,315300.0
6,1924.0,1755.0,2.0,2,1984,1990,12113.0,0,Sawyer,Twnhs,1Story,Y,446200.0
5,1965.0,1250.0,1.0,2,1939,1950,3905.0,1,Mitchell,1Fam,1Story,Y,403800.0
6,1754.0,1786.0,2.0,2,1976,1998,9362.0,1,NorthAmes,1Fam,1Story,Y,459700.0
7,1255.0,863.0,2.0,1,1965,1968,30272.0,0,Somerset,Duplex,1Story,Y,447000.0
7,849.0,539.0,4.0,1,1927,1950,4594.0,2,OldTown,1Fam,1Story,Y,342200.0
4,682.0,546.0,1.0,1,1929,1950,8581.0,1,Mitchell,Duplex,1Story,N,210800.0
9,1287.0,1143.0,4.0,2,1992,2010,23644.0,3,Northridge,1Fam,1Story,Y,648400.0
7,1287.0,1322.0,2.0,1,1986,2000,15554.0,1,Northridge,1Fam,1Story,N,487200.0
6,1513.0,1645.0,2.0,2,1930,1950,6928.0,0,OldTown,1Fam,1Story,Y,384400.0
8,1314.0,1077.0,3.0,1,1931,1950,9928.0,0,OldTown,1Fam,SLvl,Y,415900.0
9,1962.0,1236.0,3.0,3,1929,1950,8946.0,1,CollegeCreek,2fmCon,2Story,Y,598200.0
4,1322.0,1288.0,1.0,2,1944,1962,6161.0,3,NorthAmes,1Fam,SLvl,Y,354000.0
6,1584.0,1398.0,3.0,2,1968,1991,8629.0,1,Northridge,1Fam,1Story,Y,519300.0
3,1819.0,1499.0,2.0,3,1968,1982,7785.0,2,Sawyer,1Fam,1Story,Y,383600.0
6,1084.0,818.0,3.0,1,2008,2024,9475.0,0,Mitchell,1Fam,2Story,Y,395600.0
7,1836.0,1563.0,3.0,2,1930,1950,6160.0,0,Mitchell,1Fam,1Story,Y,459000.0
6,1574.0,1211.0,2.0,2,1981,1990,4730.0,2,Edwards,2fmCon,1Story,Y,448400.0
5,1360.0,1331.0,3.0,3,1955,1960,8772.0,1,Sawyer,1Fam,1Story,Y,378700.0
3,1712.0,1493.0,1.0,2,1958,1971,21111.0,3,Crawford,1Fam,1Story,Y,372900.0
7,2029.0,2107.0,3.0,3,1972,1988,9331.0,1,Northridge,1Fam,1Story,Y,621200.0
8,1342.0,1170.0,2.0,1,2009,2017,7587.0,0,CollegeCreek,1Fam,1Story,N,509500.0
5,1423.0,1023.0,1.0,2,1997,2015,13057.0,1,OldTown,1Fam,2Story,Y,377100.0
7,1778.0,1823.0,2.0,2,2022,2024,8274.0,2,NorthAmes,1Fam,1Story,Y,540900.0
4,1305.0,1147.0,2.0,2,1975,1979,22789.0,1,Mitchell,TwnhsE,1Story,Y,346000.0
7,1906.0,1341.0,1.0,2,2023,2024,8938.0,0,Somerset,1Fam,2Story,Y,547600.0
6,1698.0,1548.0,2.0,1,1920,1950,12711.0,0,CollegeCreek,1Fam,1Story,Y,389500.0
5,2270.0,1768.0,0.0,3,1975,1993,6141.0,1,Gilbert,1Fam,1Story,Y,443900.0
5,857.0,876.0,1.0,1,1923,1950,11517.0,0,Somerset,TwnhsE,1.5Fin,Y,301800.0
6,1529.0,1264.0,2.0,2,1949,1974,10276.0,1,OldTown,1Fam,1Story,Y,382300.0
7,1278.0,1231.0,3.0,1,1931,1950,8706.0,0,NorthAmes,1Fam,1Story,Y,398500.0
4,1674.0,1084.0,2.0,2,1954,1977,6968.0,0,Gilbert,1Fam,1Story,Y,378100.0
6,901.0,719.0,2.0,1,1996,1997,6509.0,1,Edwards,1Fam,1Story,Y,349100.0
6,1725.0,1883.0,,2,1971,1995,10313.0,0,Sawyer,1Fam,2Story,Y,464000.0
5,1235.0,1240.0,2.0,1,1950,1972,12265.0,1,Edwards,1Fam,2Story,Y,315400.0
9,1512.0,1028.0,3.0,2,2021,2024,8404.0,0,Northridge,1Fam,1Story,Y,649100.0
5,892.0,659.0,1.0,1,2006,2018,10339.0,2,Edwards,1Fam,2Story,Y,281900.0
5,1305.0,998.0,1.0,1,1987,1994,8787.0,0,Edwards,Duplex,2Story,Y,328500.0
5,1955.0,1809.0,1.0,2,1971,1976,9408.0,0,Northridge,TwnhsE,1Story,Y,487600.0
9,1809.0,1770.0,3.0,3,1999,2004,8101.0,1,OldTown,1Fam,2Story,Y,612500.0
7,1924.0,1875.0,3.0,2,1926,1950,9036.0,1,NorthAmes,1Fam,1Story,Y,475900.0
5,2199.0,1880.0,3.0,2,1941,1950,34511.0,0,NorthAmes,1Fam,1Story,Y,456600.0
8,1851.0,1861.0,3.0,2,2012,2024,10465.0,3,Sawyer,1Fam,1Story,Y,586700.0
6,1345.0,1101.0,1.0,2,1994,2004,12365.0,1,Somerset,1Fam,1Story,Y,436500.0
6,1776.0,1176.0,2.0,2,1975,1979,11148.0,2,Gilbert,1Fam,1Story,N,449700.0
6,1351.0,1192.0,1.0,1,2016,2024,7853.0,1,CollegeCreek,1Fam,2Story,Y,466800.0
5,1288.0,1386.0,1.0,1,1977,1993,17103.0,0,NorthAmes,TwnhsE,1Story,Y,360700.0
7,1022.0,1018.0,2.0,2,2012,2024,7742.0,0,NorthAmes,1Fam,1Story,Y,431800.0
5,1889.0,1680.0,1.0,1,1983,1989,15177.0,0,OldTown,1Fam,1Story,Y,390100.0
9,1658.0,1531.0,2.0,2,2022,2024,7577.0,1,Somerset,1Fam,2Story,Y,655000.0
4,1496.0,1594.0,2.0,2,1931,1950,5541.0,0,OldTown,1Fam,2Story,Y,324700.0
8,1305.0,1062.0,2.0,1,1926,1950,10750.0,0,OldTown,1Fam,2Story,Y,453700.0
6,1763.0,1350.0,2.0,2,1974,1988,5155.0,0,Crawford,1Fam,2Story,Y,439900.0
7,1340.0,1459.0,4.0,2,2022,2024,11706.0,0,CollegeCreek,1Fam,1.5Fin,Y,535500.0
7,1600.0,1651.0,2.0,3,1981,1993,4929.0,1,Edwards,1Fam,1Story,Y,503300.0
5,1869.0,,,2,2009,2019,7635.0,1,Sawyer,1Fam,2Story,Y,463800.0
7,1992.0,1657.0,1.0,3,2023,2024,4377.0,1,OldTown,1Fam,2Story,Y,488000.0
2,1251.0,0.0,1.0,2,1992,2004,36757.0,2,Somerset,TwnhsE,SLvl,Y,313900.0
5,757.0,511.0,2.0,1,2017,2024,3917.0,1,Northridge,TwnhsE,1.5Fin,N,393100.0
5,2757.0,2975.0,2.0,3,1996,2017,8999.0,3,Crawford,TwnhsE,1Story,Y,633000.0
4,2153.0,1727.0,1.0,3,1974,2001,15862.0,0,NorthAmes,1Fam,1Story,Y,435300.0
6,1884.0,1955.0,3.0,2,1955,1978,15036.0,0,Crawford,1Fam,1Story,Y,480600.0
7,1344.0,934.0,4.0,2,2008,2024,13707.0,0,Edwards,2fmCon,2Story,Y,455600.0
7,1612.0,1409.0,4.0,2,1943,1951,7642.0,0,CollegeCreek,1Fam,1Story,Y,524100.0
6,1352.0,827.0,2.0,1,1963,1972,17598.0,2,OldTown,1Fam,1Story,Y,376600.0
5,2031.0,1995.0,1.0,3,1936,1950,14139.0,1,Mitchell,1Fam,2Story,Y,408800.0
7,1770.0,1576.0,2.0,2,1921,1950,9958.0,0,Edwards,1Fam,1Story,Y,434900.0
6,1251.0,1142.0,2.0,1,1932,1950,10100.0,1,CollegeCreek,Twnhs,1.5Fin,Y,391500.0
7,1462.0,915.0,3.0,2,1950,1973,7693.0,1,Somerset,1Fam,1Story,Y,490400.0
7,2131.0,1503.0,2.0,2,2012,2024,5683.0,0,CollegeCreek,1Fam,1Story,Y,542400.0
6,2252.0,1435.0,2.0,2,1947,1957,16624.0,1,NorthAmes,1Fam,1Story,Y,459100.0
5,2142.0,0.0,2.0,3,1979,1994,17259.0,2,NorthAmes,1Fam,2Story,Y,393700.0
5,1818.0,1661.0,2.0,2,1946,1950,5756.0,1,NorthAmes,TwnhsE,1Story,Y,421100.0
5,1394.0,1231.0,1.0,1,1934,1962,8293.0,1,NorthAmes,1Fam,1Story,Y,332800.0
6,600.0,0.0,3.0,1,2014,2020,8336.0,0,NorthAmes,1Fam,SLvl,Y,348000.0
6,1705.0,1491.0,1.0,2,2023,2024,8810.0,0,Somerset,Duplex,1Story,Y,516400.0
7,1659.0,1222.0,2.0,2,1998,2007,9248.0,0,NorthAmes,1Fam,2Story,Y,487100.0
6,1639.0,1184.0,2.0,2,1952,1960,14378.0,1,CollegeCreek,1Fam,2Story,Y,437700.0
6,1603.0,1072.0,2.0,2,1939,1965,6163.0,0,Northridge,1Fam,1Story,Y,465800.0
6,1023.0,1048.0,2.0,2,1961,1988,5865.0,0,Edwards,1Fam,2Story,Y,356200.0
5,1734.0,1575.0,2.0,2,1931,1958,16619.0,2,Somerset,1Fam,1Story,Y,456400.0
5,1766.0,1224.0,2.0,2,2020,2024,7106.0,1,NorthAmes,1Fam,2Story,Y,444100.0
4,1707.0,1175.0,1.0,1,1992,1994,4762.0,1,NorthAmes,1Fam,1Story,Y,353600.0
5,1898.0,1967.0,2.0,3,1942,1963,7026.0,0,NorthAmes,1Fam,2Story,Y,444300.0
7,1914.0,1859.0,2.0,2,1991,2013,7593.0,0,NorthAmes,Twnhs,1Story,Y,539100.0
5,1328.0,1235.0,2.0,1,2015,2024,19487.0,0,CollegeCreek,1Fam,2Story,Y,396600.0
6,1550.0,1245.0,2.0,1,1933,1958,14220.0,1,NorthAmes,1Fam,1Story,Y,416700.0
7,1698.0,1241.0,3.0,2,2010,2024,15895.0,0,NorthAmes,1Fam,1Story,Y,517200.0
7,1705.0,1858.0,3.0,2,1944,1958,13494.0,1,NorthAmes,1Fam,1Story,Y,498200.0
5,1919.0,1916.0,1.0,2,1996,1997,14373.0,3,OldTown,1Fam,1Story,Y,450200.0
7,1930.0,0.0,3.0,2,2004,2024,6348.0,0,CollegeCreek,TwnhsE,2Story,Y,488600.0
8,2612.0,2674.0,2.0,3,1950,1963,8109.0,0,OldTown,Twnhs,1Story,Y,610400.0
5,2427.0,2377.0,2.0,4,2020,2024,5459.0,1,Edwards,1Fam,1.5Fin,Y,524100.0
5,1533.0,1148.0,2.0,1,1973,1979,8061.0,2,Gilbert,2fmCon,SLvl,N,355100.0
8,600.0,488.0,2.0,1,1924,1950,12608.0,2,NorthAmes,1Fam,2Story,N,346500.0
6,2099.0,,2.0,2,1932,1950,9579.0,0,Sawyer,1Fam,1Story,Y,443300.0
3,1113.0,730.0,1.0,2,1947,1970,17253.0,0,Somerset,1Fam,1Story,Y,287600.0
4,1083.0,1041.0,2.0,1,1962,1988,5061.0,1,NorthAmes,Twnhs,2Story,Y,334200.0
6,1413.0,1037.0,3.0,1,2008,2012,11500.0,1,Northridge,1Fam,1Story,Y,518800.0
4,1232.0,1244.0,2.0,2,2018,2023,4797.0,0,Crawford,1Fam,1Story,Y,396000.0
6,1837.0,2017.0,1.0,1,1966,1995,9387.0,1,NorthAmes,1Fam,2Story,Y,454000.0
6,925.0,590.0,4.0,1,2022,2024,12967.0,1,CollegeCreek,1Fam,2Story,Y,433900.0
8,1287.0,1077.0,2.0,2,1990,1996,8045.0,0,Sawyer,1Fam,2Story,Y,468000.0
6,1724.0,1726.0,3.0,2,1957,1971,11797.0,1,Gilbert,Twnhs,1Story,Y,490000.0
8,2002.0,0.0,3.0,2,2015,2024,5542.0,0,NorthAmes,TwnhsE,2Story,Y,534300.0
8,2009.0,0.0,2.0,3,1986,1986,3898.0,1,CollegeCreek,1Fam,1Story,Y,538800.0
8,1409.0,1091.0,3.0,2,1981,2004,11831.0,1,OldTown,Duplex,1Story,Y,515700.0
6,1169.0,967.0,2.0,2,1958,1961,21418.0,0,Edwards,1Fam,1.5Fin,Y,351700.0
3,1127.0,1011.0,2.0,1,1956,1984,5442.0,1,Somerset,2fmCon,1Story,Y,320800.0
7,1761.0,1914.0,2.0,2,2005,2024,16500.0,1,OldTown,1Fam,1Story,Y,512100.0
8,2364.0,1806.0,3.0,2,1927,1950,9152.0,2,OldTown,1Fam,1Story,Y,537200.0
6,720.0,764.0,1.0,1,2000,2010,4592.0,0,Gilbert,1Fam,1.5Fin,Y,353700.0
9,1727.0,1269.0,4.0,2,1971,1988,5086.0,1,NorthAmes,Twnhs,2Story,Y,600700.0
7,1100.0,1204.0,2.0,1,2010,2023,9026.0,1,CollegeCreek,1Fam,2Story,Y,465600.0
7,966.0,903.0,3.0,1,1952,1973,7316.0,1,Gilbert,1Fam,2Story,Y,436600.0
8,2146.0,1785.0,3.0,3,2000,2010,4645.0,2,Northridge,1Fam,1Story,Y,660100.0
7,1889.0,1713.0,2.0,2,1961,1970,3839.0,0,Edwards,1Fam,1Story,Y,486300.0
3,1529.0,1126.0,2.0,2,1995,2021,5864.0,0,Edwards,1Fam,1Story,Y,341800.0
5,1887.0,1391.0,3.0,2,1946,1975,9867.0,1,NorthAmes,1Fam,1Story,N,390300.0
8,1539.0,1011.0,3.0,2,1927,1950,8927.0,0,OldTown,Twnhs,1Story,Y,439600.0
5,1318.0,866.0,2.0,1,1942,1950,6970.0,2,Edwards,1Fam,1.5Fin,Y,291200.0
6,2498.0,1933.0,2.0,3,1983,2006,9906.0,1,CollegeCreek,1Fam,1Story,Y,548200.0
5,1396.0,1370.0,2.0,2,2012,2024,15063.0,0,CollegeCreek,1Fam,1Story,Y,447700.0
9,2129.0,1925.0,3.0,3,1939,1964,10906.0,1,OldTown,TwnhsE,1Story,N,575900.0
8,1743.0,1135.0,4.0,2,1935,1950,8428.0,0,NorthAmes,TwnhsE,1Story,Y,528000.0
5,724.0,743.0,2.0,1,1936,1956,14243.0,1,CollegeCreek,1Fam,1.5Fin,Y,300100.0
6,721.0,649.0,3.0,1,1999,2011,5542.0,0,CollegeCreek,1Fam,1Story,Y,392500.0
5,1257.0,1358.0,1.0,2,1938,1950,8003.0,0,CollegeCreek,1Fam,1Story,Y,346000.0
7,2104.0,1967.0,2.0,2,1927,1950,8099.0,0,NorthAmes,1Fam,2Story,Y,480900.0
7,1991.0,,3.0,2,1957,1967,4825.0,1,Northridge,TwnhsE,1Story,Y,563700.0
7,2044.0,1711.0,2.0,2,1957,1962,7259.0,0,Somerset,1Fam,1Story,Y,522900.0
7,1245.0,1151.0,3.0,1,1972,1972,3173.0,0,Gilbert,1Fam,1Story,Y,424400.0
10,2579.0,1584.0,4.0,3,2012,2024,23297.0,0,Sawyer,1Fam,2Story,Y,747100.0
5,1095.0,665.0,2.0,1,2019,2024,5604.0,0,Edwards,TwnhsE,SLvl,Y,338800.0
4,1509.0,1003.0,1.0,2,2009,2021,19792.0,2,NorthAmes,1Fam,2Story,Y,397300.0
6,1576.0,1144.0,1.0,2,1950,1971,9127.0,0,Edwards,1Fam,1Story,Y,389400.0
4,1347.0,1098.0,,1,1963,1986,11878.0,1,Somerset,1Fam,2Story,Y,374400.0
4,1982.0,1672.0,2.0,2,1979,2000,7014.0,1,Gilbert,TwnhsE,1Story,Y,443300.0
5,1204.0,0.0,2.0,1,1995,1999,9936.0,1,OldTown,1Fam,1Story,Y,310000.0
5,933.0,874.0,2.0,1,1936,1950,12397.0,0,NorthAmes,1Fam,1Story,Y,281800.0
5,1508.0,1354.0,2.0,2,1998,2024,12485.0,2,CollegeCreek,1Fam,1Story,Y,448000.0
7,1492.0,1115.0,2.0,1,1992,2009,13192.0,0,OldTown,1Fam,2Story,Y,440600.0
5,2919.0,1771.0,2.0,3,1958,1977,7449.0,1,Somerset,1Fam,2Story,Y,564800.0
6,1864.0,1191.0,3.0,1,1961,1974,7043.0,3,Somerset,1Fam,1.5Fin,Y,498400.0
7,1488.0,1184.0,3.0,2,1967,1981,4036.0,2,OldTown,1Fam,2Story,Y,465700.0
5,1056.0,715.0,2.0,1,1931,1956,11633.0,1,Mitchell,1Fam,2Story,Y,282700.0
6,790.0,623.0,2.0,1,2015,2019,15386.0,3,Somerset,1Fam,1Story,Y,417200.0
7,1229.0,1123.0,2.0,1,2008,2024,20090.0,1,CollegeCreek,TwnhsE,1Story,Y,485400.0
3,1388.0,1213.0,0.0,2,2022,2024,10432.0,0,NorthAmes,1Fam,2Story,Y,350400.0
3,1939.0,1388.0,1.0,2,1937,1950,6104.0,0,NorthAmes,2fmCon,1Story,N,305600.0
7,2131.0,1645.0,2.0,3,1998,2004,3833.0,0,CollegeCreek,1Fam,2Story,Y,557500.0
7,1756.0,1593.0,3.0,2,2015,2024,15076.0,0,NorthAmes,1Fam,1Story,Y,540300.0
9,1684.0,1735.0,4.0,1,1925,1950,3648.0,1,NorthAmes,1Fam,1Story,Y,549800.0
6,1693.0,1653.0,3.0,1,1962,1971,7553.0,1,CollegeCreek,1Fam,1Story,Y,488200.0
7,1442.0,1264.0,3.0,2,1954,1971,8005.0,0,NorthAmes,1Fam,1Story,Y,441600.0
6,2302.0,1798.0,2.0,2,2017,2024,8650.0,1,Northridge,1Fam,1Story,Y,567500.0
7,1581.0,1237.0,2.0,1,2021,2024,9117.0,0,NorthAmes,1Fam,2Story,Y,482900.0
8,1704.0,0.0,3.0,2,1973,1993,9596.0,3,Edwards,TwnhsE,1Story,Y,509400.0
3,600.0,372.0,1.0,1,1981,2008,2677.0,2,OldTown,1Fam,2Story,Y,221300.0
7,1578.0,1726.0,3.0,2,1988,2000,9021.0,2,Mitchell,TwnhsE,1Story,Y,516300.0
9,2171.0,2024.0,4.0,2,2001,2001,2937.0,1,NorthAmes,1Fam,1Story,Y,667100.0
6,1132.0,1065.0,2.0,1,1935,1950,12915.0,0,OldTown,1Fam,1Story,Y,325200.0
8,1425.0,882.0,4.0,1,1927,1950,6785.0,1,Mitchell,1Fam,2Story,Y,440400.0
5,1833.0,1655.0,1.0,2,2008,2008,3046.0,0,Northridge,1Fam,1Story,Y,462400.0
6,960.0,809.0,2.0,1,2015,2020,5960.0,0,Sawyer,1Fam,2Story,Y,379500.0
6,2024.0,1321.0,1.0,3,2009,2024,6734.0,1,CollegeCreek,1Fam,1Story,Y,525700.0
3,1116.0,825.0,1.0,1,2005,2024,16242.0,0,NorthAmes,1Fam,2Story,Y,302500.0
4,1257.0,1314.0,1.0,2,1950,1962,9881.0,2,Somerset,1Fam,1Story,N,348500.0
5,1028.0,899.0,2.0,1,1929,1955,10638.0,2,Crawford,1Fam,2Story,Y,349000.0
7,1819.0,1467.0,3.0,2,1975,2002,16165.0,0,Edwards,Duplex,2Story,N,469900.0
7,2693.0,1714.0,3.0,3,1995,1995,8535.0,1,Somerset,TwnhsE,1.5Fin,Y,630700.0
7,1988.0,1903.0,2.0,3,2011,2015,13057.0,0,CollegeCreek,1Fam,1Story,Y,559800.0
7,1297.0,1234.0,3.0,2,1989,1997,12606.0,2,Sawyer,1Fam,1Story,N,479500.0
6,2057.0,1866.0,2.0,2,1939,1968,4707.0,1,NorthAmes,1Fam,1Story,Y,471400.0
8,1607.0,1374.0,2.0,1,1924,1950,18704.0,0,CollegeCreek,1Fam,2Story,Y,480700.0
6,2157.0,1762.0,2.0,2,1942,1958,4402.0,0,OldTown,Twnhs,2Story,Y,417800.0
6,1919.0,1721.0,2.0,3,1928,1950,14167.0,0,Edwards,1Fam,2Story,Y,448300.0
6,600.0,0.0,3.0,1,1977,1984,4194.0,2,CollegeCreek,1Fam,1Story,Y,332000.0
7,1238.0,1325.0,3.0,2,1978,1994,12096.0,0,NorthAmes,1Fam,1Story,Y,486500.0
6,1977.0,1768.0,1.0,3,2012,2024,22719.0,0,Somerset,1Fam,1Story,Y,497300.0
7,1724.0,1303.0,2.0,2,1999,2022,8051.0,2,CollegeCreek,1Fam,SLvl,Y,547900.0
5,1070.0,883.0,3.0,2,1973,1973,7878.0,2,Somerset,TwnhsE,2Story,Y,407500.0
5,1234.0,1238.0,2.0,1,1965,1976,12152.0,1,NorthAmes,1Fam,1.5Fin,Y,360200.0
7,859.0,585.0,2.0,1,1941,1950,7595.0,1,Edwards,1Fam,1Story,Y,341100.0
6,1543.0,1152.0,2.0,2,1983,2006,22229.0,1,Edwards,2fmCon,2Story,Y,448000.0
5,2428.0,2282.0,2.0,2,1927,1950,9859.0,1,NorthAmes,1Fam,2Story,N,449700.0
7,1998.0,1514.0,2.0,2,1939,1963,7631.0,0,CollegeCreek,1Fam,1Story,Y,486700.0
5,2420.0,2411.0,2.0,2,1970,1970,6835.0,1,NorthAmes,1Fam,2Story,Y,466800.0
6,1951.0,1298.0,2.0,3,1997,2021,5617.0,0,NorthAmes,1Fam,1.5Fin,N,459200.0
8,2172.0,2131.0,3.0,2,1958,1958,6543.0,0,Mitchell,Twnhs,1.5Fin,Y,565600.0
8,2569.0,1629.0,3.0,3,1956,1965,7515.0,2,CollegeCreek,1Fam,2Story,Y,608600.0
8,1898.0,1151.0,3.0,2,1969,1978,7018.0,0,Sawyer,TwnhsE,1Story,Y,526200.0
6,1501.0,1575.0,2.0,1,1953,1955,6444.0,2,CollegeCreek,1Fam,1Story,Y,427200.0
8,2174.0,1936.0,2.0,2,1994,2010,25576.0,0,Gilbert,Twnhs,SLvl,Y,607300.0
5,2111.0,1638.0,2.0,3,2023,2024,5351.0,0,Sawyer,1Fam,1Story,N,464200.0
5,1298.0,930.0,2.0,2,1952,1979,9637.0,1,Somerset,TwnhsE,2Story,Y,412600.0
3,1037.0,942.0,1.0,1,1950,1960,12043.0,1,Edwards,1Fam,2Story,Y,255500.0
8,1798.0,1536.0,3.0,2,1973,2001,12272.0,1,OldTown,Duplex,2Story,Y,520200.0
5,1849.0,2026.0,2.0,2,1963,1980,8697.0,2,CollegeCreek,1Fam,SLvl,Y,470100.0
6,1915.0,2090.0,2.0,3,1953,1954,7940.0,0,Crawford,1Fam,1Story,Y,482300.0
5,902.0,828.0,2.0,1,1990,1998,11224.0,2,Northridge,TwnhsE,1Story,Y,390500.0
7,2463.0,2023.0,3.0,3,1981,2004,10232.0,0,Mitchell,1Fam,1Story,Y,578600.0
6,1311.0,1109.0,3.0,2,1942,1958,7868.0,2,NorthAmes,TwnhsE,1Story,Y,431600.0
4,1309.0,1232.0,1.0,1,1965,1992,4101.0,0,Gilbert,1Fam,1Story,Y,332100.0
7,1281.0,834.0,4.0,1,1975,1988,7087.0,1,Crawford,1Fam,1Story,Y,436400.0
4,2553.0,1951.0,2.0,2,1926,1950,5048.0,1,NorthAmes,1Fam,2Story,Y,430100.0
5,1602.0,1021.0,1.0,2,2008,2024,6415.0,0,NorthAmes,1Fam,1.5Fin,Y,379600.0
3,983.0,626.0,1.0,1,1980,1996,9105.0,2,Gilbert,1Fam,1Story,Y,300600.0
4,1783.0,1244.0,1.0,1,1922,1950,10715.0,0,Somerset,1Fam,1Story,Y,365200.0
6,1903.0,1604.0,2.0,2,1957,1968,21812.0,0,Northridge,1Fam,1.5Fin,Y,515000.0
3,1261.0,1251.0,1.0,1,2003,2024,6845.0,1,NorthAmes,1Fam,1Story,Y,320100.0
4,1773.0,1494.0,1.0,1,1953,1972,13191.0,0,Sawyer,1Fam,1Story,Y,343600.0
6,1233.0,947.0,2.0,2,1963,1980,10436.0,0,CollegeCreek,1Fam,1Story,Y,405200.0
5,1293.0,829.0,2.0,1,1949,1951,17120.0,1,NorthAmes,1Fam,2Story,Y,325400.0
9,976.0,854.0,3.0,1,1936,1950,11946.0,1,NorthAmes,1Fam,1Story,Y,462900.0
9,1264.0,930.0,3.0,1,1978,2002,5409.0,0,Sawyer,1Fam,SLvl,Y,537900.0
5,2259.0,2050.0,2.0,2,1929,1950,3784.0,1,Somerset,Twnhs,1Story,Y,471300.0
7,2349.0,2557.0,3.0,2,2018,2021,10463.0,1,Edwards,TwnhsE,2Story,Y,595400.0
7,1688.0,1107.0,2.0,2,2003,2019,6876.0,1,OldTown,1Fam,1Story,Y,471500.0
5,2198.0,1552.0,2.0,2,1937,1954,5485.0,2,Northridge,1Fam,1Story,Y,501300.0
4,1353.0,1132.0,2.0,2,1964,1968,4751.0,1,OldTown,Twnhs,2Story,Y,298600.0
6,1478.0,1603.0,3.0,1,2010,2023,9706.0,1,Sawyer,1Fam,2Story,Y,436400.0
6,1604.0,1581.0,2.0,1,1978,1987,19032.0,0,OldTown,1Fam,2Story,Y,400400.0
5,1448.0,1519.0,1.0,2,1981,1995,7300.0,0,OldTown,1Fam,2Story,Y,365600.0
7,1570.0,1204.0,1.0,2,1978,1978,12030.0,1,OldTown,1Fam,1.5Fin,N,397000.0
5,1980.0,2170.0,2.0,3,1968,1983,8509.0,3,CollegeCreek,1Fam,2Story,Y,494500.0
4,1483.0,966.0,2.0,2,2019,2024,4700.0,1,Gilbert,1Fam,2Story,Y,426400.0
6,1879.0,1177.0,1.0,2,1982,2004,12931.0,0,Edwards,2fmCon,1Story,Y,396400.0
7,2093.0,2151.0,3.0,3,2006,2024,5180.0,1,CollegeCreek,TwnhsE,1Story,Y,592200.0
4,1583.0,1684.0,1.0,2,1951,1956,9053.0,1,Northridge,1Fam,1Story,Y,447900.0
7,1252.0,808.0,3.0,2,1929,1952,7550.0,1,OldTown,1Fam,2Story,Y,389200.0
4,852.0,560.0,2.0,1,1930,1958,13996.0,1,Edwards,TwnhsE,1Story,Y,232900.0
5,1562.0,963.0,1.0,2,2021,2024,5276.0,1,Crawford,1Fam,1Story,Y,429800.0
6,1508.0,984.0,2.0,2,1989,2004,10888.0,0,Somerset,1Fam,1.5Fin,Y,458700.0
5,1537.0,1083.0,2.0,2,1981,2010,5885.0,2,NorthAmes,1Fam,1.5Fin,Y,399100.0
5,1493.0,1620.0,2.0,2,1966,1967,6936.0,1,Crawford,Twnhs,1.5Fin,N,385500.0
9,2905.0,2713.0,3.0,4,1953,1953,1800.0,0,Somerset,1Fam,1Story,Y,735400.0
5,941.0,931.0,2.0,1,2019,2024,25490.0,0,CollegeCreek,TwnhsE,2Story,Y,367400.0
10,1064.0,1051.0,4.0,1,2020,2024,11793.0,2,NorthAmes,TwnhsE,1Story,Y,621700.0
7,1800.0,1562.0,3.0,2,1936,1950,6102.0,2,Sawyer,1Fam,1Story,Y,468500.0
6,1422.0,1420.0,2.0,2,2023,2024,5103.0,0,Somerset,1Fam,1Story,Y,485500.0
7,1793.0,1610.0,2.0,3,2023,2024,6990.0,0,Edwards,1Fam,1Story,Y,519500.0
10,2145.0,1624.0,4.0,2,1973,1989,12816.0,0,Northridge,1Fam,1Story,Y,750000.0
5,2039.0,1795.0,2.0,3,1995,2024,3477.0,0,Sawyer,1Fam,2Story,Y,480800.0
5,867.0,751.0,3.0,2,2004,2024,8343.0,1,NorthAmes,1Fam,1Story,Y,361900.0
5,1266.0,1281.0,2.0,1,1959,1986,21705.0,1,CollegeCreek,1Fam,2Story,Y,392200.0
6,1760.0,0.0,1.0,3,1938,1966,5080.0,1,CollegeCreek,Twnhs,2Story,Y,401300.0
4,1744.0,1405.0,1.0,2,1986,2000,9323.0,1,Gilbert,1Fam,1Story,Y,403800.0
6,2501.0,2455.0,1.0,3,2001,2024,26948.0,0,NorthAmes,1Fam,1Story,N,526700.0
8,2141.0,1391.0,3.0,3,1972,1990,12284.0,0,Edwards,1Fam,1Story,Y,542400.0
6,1556.0,1538.0,1.0,2,1983,2009,9537.0,0,Sawyer,1Fam,2Story,Y,433700.0
